#node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AAK1	AGTR1	9606.ENSP00000386456	9606.ENSP00000398832	0	0	0.500	0	0.499
DMD	FLNA	9606.ENSP00000354923	9606.ENSP00000358866	0	0	0.540	0.390	0.707
DMD	PGM5	9606.ENSP00000354923	9606.ENSP00000379678	0	0	0.720	0.053	0.723
DMD	SGCB	9606.ENSP00000354923	9606.ENSP00000370839	0	0	0.900	0	0.900
DMD	DTNA	9606.ENSP00000354923	9606.ENSP00000470152	0	0.616	0	0.907	0.962
DMD	UTRN	9606.ENSP00000354923	9606.ENSP00000356515	0	0.602	0.360	0.970	0.991
DNAH5	DNAH8	9606.ENSP00000265104	9606.ENSP00000333363	0	0	0.720	0.334	0.805
DNAJB4	DNAJB5	9606.ENSP00000359799	9606.ENSP00000404079	0	0.664	0	0	0.664
DNAJC15	DNAJC19	9606.ENSP00000368523	9606.ENSP00000372005	0	0	0.540	0.546	0.782
DOCK4	GAR1	9606.ENSP00000410746	9606.ENSP00000226796	0	0.354	0	0.217	0.472
DOCK4	WDR12	9606.ENSP00000410746	9606.ENSP00000261015	0	0.401	0	0	0.400
DOCK4	EEF2	9606.ENSP00000410746	9606.ENSP00000307940	0	0.497	0	0	0.497
DOCK4	NOP10	9606.ENSP00000410746	9606.ENSP00000332198	0	0.354	0	0.217	0.472
DOCK4	RAC1	9606.ENSP00000410746	9606.ENSP00000348461	0	0.126	0.500	0	0.544
DOCK4	MRTO4	9606.ENSP00000410746	9606.ENSP00000364320	0	0.419	0	0.146	0.482
DOCK4	NOP56	9606.ENSP00000410746	9606.ENSP00000370589	0	0.339	0	0.212	0.456
DPPA2	DPPA4	9606.ENSP00000417710	9606.ENSP00000335306	0	0.360	0	0.357	0.570
DPT	LUM	9606.ENSP00000356791	9606.ENSP00000266718	0	0	0	0.464	0.463
DPT	POSTN	9606.ENSP00000356791	9606.ENSP00000369071	0	0	0	0.440	0.440
DPYSL3	SEMA3A	9606.ENSP00000343690	9606.ENSP00000265362	0	0	0.500	0.135	0.549
DPYSL3	PDLIM5	9606.ENSP00000343690	9606.ENSP00000480359	0	0	0.540	0	0.540
DPYSL3	PDLIM1	9606.ENSP00000343690	9606.ENSP00000360305	0	0	0.540	0	0.540
DPYSL3	LDB3	9606.ENSP00000343690	9606.ENSP00000401437	0	0	0.540	0	0.540
DPYSL3	MYO3A	9606.ENSP00000343690	9606.ENSP00000495965	0	0	0.720	0	0.720
DPYSL3	MYO6	9606.ENSP00000343690	9606.ENSP00000358994	0	0	0.720	0	0.720
DSC2	DSG3	9606.ENSP00000280904	9606.ENSP00000257189	0	0	0.500	0.747	0.868
DSC2	DSG2	9606.ENSP00000280904	9606.ENSP00000261590	0	0.886	0.500	0.982	0.998
DSC2	GJA1	9606.ENSP00000280904	9606.ENSP00000282561	0	0.328	0	0.351	0.545
DSC3	DSG3	9606.ENSP00000353608	9606.ENSP00000257189	0	0	0.500	0.639	0.812
DSC3	DSG2	9606.ENSP00000353608	9606.ENSP00000261590	0	0	0.500	0.882	0.938
DSG2	DSG3	9606.ENSP00000261590	9606.ENSP00000257189	0	0	0	0.579	0.579
DSG2	GJA1	9606.ENSP00000261590	9606.ENSP00000282561	0	0.077	0	0.612	0.626
DST	ITGB4	9606.ENSP00000307959	9606.ENSP00000200181	0	0.254	0.500	0.878	0.950
DST	MAP1B	9606.ENSP00000307959	9606.ENSP00000296755	0	0	0	0.451	0.451
DST	LAMB3	9606.ENSP00000307959	9606.ENSP00000375778	0	0	0.500	0	0.499
DST	RND3	9606.ENSP00000307959	9606.ENSP00000364886	0	0.143	0.500	0	0.553
DTNA	SYNM	9606.ENSP00000470152	9606.ENSP00000336775	0	0.292	0	0.383	0.544
DTNA	SGCD	9606.ENSP00000470152	9606.ENSP00000338343	0	0	0	0.493	0.493
DTNA	UTRN	9606.ENSP00000470152	9606.ENSP00000356515	0	0.492	0	0.551	0.762
DTX3L	RBM43	9606.ENSP00000296161	9606.ENSP00000331211	0	0.610	0	0	0.610
DUOX2	RAC1	9606.ENSP00000373691	9606.ENSP00000348461	0	0	0.540	0.074	0.555
DUOX2	NOX1	9606.ENSP00000373691	9606.ENSP00000362057	0	0	0.540	0.940	0.971
EAF2	POLR2H	9606.ENSP00000273668	9606.ENSP00000415536	0	0.218	0.500	0	0.592
EAF2	NELFCD	9606.ENSP00000273668	9606.ENSP00000473290	0	0	0.900	0	0.900
EAF2	LEO1	9606.ENSP00000273668	9606.ENSP00000299601	0	0	0.900	0	0.900
EDNRA	RNASE2	9606.ENSP00000315011	9606.ENSP00000303276	0	0	0	0.672	0.672
EDNRA	EDNRB	9606.ENSP00000315011	9606.ENSP00000366416	0	0	0.900	0.940	0.993
EDNRB	FGF7	9606.ENSP00000366416	9606.ENSP00000267843	0	0	0	0.561	0.561
EDNRB	KITLG	9606.ENSP00000366416	9606.ENSP00000495951	0	0	0	0.798	0.798
EEF1E1	EPRS1	9606.ENSP00000369038	9606.ENSP00000355890	0	0.962	0.900	0.655	0.998
EEF2	PDK4	9606.ENSP00000307940	9606.ENSP00000005178	0	0	0	0.502	0.502
EEF2	LRRK2	9606.ENSP00000307940	9606.ENSP00000298910	0	0.457	0	0	0.457
EEF2	MRTO4	9606.ENSP00000307940	9606.ENSP00000364320	0	0.353	0	0.160	0.433
EEF2	WWP2	9606.ENSP00000307940	9606.ENSP00000352069	0	0.457	0	0	0.457
EEF2	SOX2	9606.ENSP00000307940	9606.ENSP00000323588	0	0.457	0	0	0.457
EEF2	RPL22L1	9606.ENSP00000307940	9606.ENSP00000346080	0	0.500	0	0	0.499
EEF2	RPL39L	9606.ENSP00000307940	9606.ENSP00000389356	0	0.500	0	0	0.499
EEF2	ENO1	9606.ENSP00000307940	9606.ENSP00000495530	0	0.186	0	0.491	0.567
EFEMP1	TIMP3	9606.ENSP00000378058	9606.ENSP00000266085	0	0	0	0.848	0.848
EFEMP1	LUM	9606.ENSP00000378058	9606.ENSP00000266718	0	0	0	0.414	0.414
EFEMP1	FLNC	9606.ENSP00000378058	9606.ENSP00000327145	0	0	0	0.408	0.408
EFEMP2	FBN1	9606.ENSP00000309953	9606.ENSP00000325527	0	0.405	0	0.646	0.780
EFHB	MNS1	9606.ENSP00000295824	9606.ENSP00000260453	0	0.804	0	0	0.804
EFHB	FAM183A	9606.ENSP00000295824	9606.ENSP00000334415	0	0.800	0	0	0.800
EFHB	RIBC2	9606.ENSP00000295824	9606.ENSP00000483356	0	0.807	0	0	0.807
EFHB	ENKUR	9606.ENSP00000295824	9606.ENSP00000331044	0	0.862	0	0	0.862
EFHB	EFHC2	9606.ENSP00000295824	9606.ENSP00000404232	0	0.865	0	0	0.865
EFHC2	MNS1	9606.ENSP00000404232	9606.ENSP00000260453	0	0.800	0	0	0.800
EFHC2	ENKUR	9606.ENSP00000404232	9606.ENSP00000331044	0	0.848	0	0	0.848
EFHC2	FAM183A	9606.ENSP00000404232	9606.ENSP00000334415	0	0.800	0	0	0.800
EFHC2	RIBC2	9606.ENSP00000404232	9606.ENSP00000483356	0	0.802	0	0	0.802
EFNB2	GJA1	9606.ENSP00000493716	9606.ENSP00000282561	0	0.103	0	0.458	0.493
EFNB2	EPHA3	9606.ENSP00000493716	9606.ENSP00000337451	0	0.457	0.500	0.895	0.969
EFNB2	RAC1	9606.ENSP00000493716	9606.ENSP00000348461	0	0.125	0.500	0	0.543
EFNB2	PAK3	9606.ENSP00000493716	9606.ENSP00000353864	0	0	0.500	0	0.499
EFNB2	EPHA7	9606.ENSP00000493716	9606.ENSP00000358309	0	0	0.500	0.200	0.583
EFNB2	EPHA5	9606.ENSP00000493716	9606.ENSP00000480763	0	0.570	0.500	0.190	0.810
ELOVL2	HACD2	9606.ENSP00000346693	9606.ENSP00000373153	0	0	0.900	0	0.900
EMB	S100A4	9606.ENSP00000302289	9606.ENSP00000357704	0	0	0	0.469	0.469
EMB	SLC16A7	9606.ENSP00000302289	9606.ENSP00000448071	0	0	0.900	0.705	0.969
EMCN	PPP1R9A	9606.ENSP00000296420	9606.ENSP00000405514	0	0.466	0	0	0.465
EMCN	NEXN	9606.ENSP00000296420	9606.ENSP00000333938	0	0.610	0	0	0.610
EMCN	SELL	9606.ENSP00000296420	9606.ENSP00000498227	0	0.292	0	0.569	0.681
ENKUR	MNS1	9606.ENSP00000331044	9606.ENSP00000260453	0	0.800	0	0	0.800
ENKUR	RIBC2	9606.ENSP00000331044	9606.ENSP00000483356	0	0.800	0	0	0.800
ENKUR	FAM183A	9606.ENSP00000331044	9606.ENSP00000334415	0	0.800	0	0	0.800
ENO1	LUM	9606.ENSP00000495530	9606.ENSP00000266718	0	0	0	0.421	0.420
ENO1	MSN	9606.ENSP00000495530	9606.ENSP00000353408	0	0.188	0	0.352	0.451
ENO1	FHL1	9606.ENSP00000495530	9606.ENSP00000498684	0	0	0	0.412	0.412
ENPP2	PLA2G2A	9606.ENSP00000259486	9606.ENSP00000383364	0	0	0	0.420	0.420
EOGT	OGT	9606.ENSP00000373206	9606.ENSP00000362824	0	0	0.900	0	0.900
EPAS1	MYC	9606.ENSP00000263734	9606.ENSP00000478887	0	0	0	0.822	0.822
EPAS1	HIF3A	9606.ENSP00000263734	9606.ENSP00000366898	0	0.292	0.400	0.982	0.991
EPB41L2	EPB41L3	9606.ENSP00000357110	9606.ENSP00000343158	0	0.583	0	0	0.583
EPB41L2	FCGR1A	9606.ENSP00000357110	9606.ENSP00000358165	0	0.292	0	0.301	0.483
EPB41L2	NLGN1	9606.ENSP00000357110	9606.ENSP00000392500	0	0	0.500	0	0.499
EPB41L2	SPTBN2	9606.ENSP00000357110	9606.ENSP00000432568	0	0	0.720	0	0.720
EPB41L3	RIPOR2	9606.ENSP00000343158	9606.ENSP00000259698	0	0	0.500	0	0.499
EPB41L3	NLGN1	9606.ENSP00000343158	9606.ENSP00000392500	0	0	0.500	0	0.499
EPB41L3	MYO3A	9606.ENSP00000343158	9606.ENSP00000495965	0	0	0.500	0	0.499
EPB41L3	XIRP2	9606.ENSP00000343158	9606.ENSP00000386840	0	0	0.500	0	0.499
EPB41L3	MSN	9606.ENSP00000343158	9606.ENSP00000353408	0	0	0.500	0	0.499
EPCAM	WNT2	9606.ENSP00000263735	9606.ENSP00000265441	0	0	0	0.570	0.570
EPHA3	LRRIQ1	9606.ENSP00000337451	9606.ENSP00000376910	0	0.583	0	0	0.583
EPHA3	EPHA7	9606.ENSP00000337451	9606.ENSP00000358309	0	0.570	0.400	0.476	0.853
EPHA3	EPHA5	9606.ENSP00000337451	9606.ENSP00000480763	0	0.221	0.400	0.753	0.874
EPHA5	EPHA7	9606.ENSP00000480763	9606.ENSP00000358309	0	0	0.400	0.422	0.638
EPRS1	H4C6	9606.ENSP00000355890	9606.ENSP00000244537	0	0.457	0	0	0.457
EPRS1	LRRK2	9606.ENSP00000355890	9606.ENSP00000298910	0	0.457	0	0	0.457
ERBB3	S100A4	9606.ENSP00000267101	9606.ENSP00000357704	0	0.405	0	0	0.405
ERBB3	PIK3R1	9606.ENSP00000267101	9606.ENSP00000428056	0	0.621	0.400	0.593	0.899
ERBB3	NRG1	9606.ENSP00000267101	9606.ENSP00000287842	0	0.964	0.800	0.983	0.999
ESRP1	RBPMS	9606.ENSP00000405738	9606.ENSP00000340176	0	0.608	0	0	0.608
ESRP1	SND1	9606.ENSP00000405738	9606.ENSP00000346762	0	0	0.500	0	0.499
ESRP1	KDM7A	9606.ENSP00000405738	9606.ENSP00000380692	0	0	0.500	0	0.499
ESRP1	POLR2H	9606.ENSP00000405738	9606.ENSP00000415536	0	0	0.500	0	0.499
ESRP1	ESRP2	9606.ENSP00000405738	9606.ENSP00000418748	0	0	0.800	0.340	0.862
ESRP2	POLR2H	9606.ENSP00000418748	9606.ENSP00000415536	0	0	0.500	0	0.499
ETV5	UBE2E3	9606.ENSP00000306894	9606.ENSP00000473623	0	0.532	0	0	0.532
EXD1	TDRD12	9606.ENSP00000415056	9606.ENSP00000390621	0	0	0.720	0.744	0.925
EYA1	MYC	9606.ENSP00000496255	9606.ENSP00000478887	0	0.292	0	0.609	0.711
F2R	MASP1	9606.ENSP00000321326	9606.ENSP00000296280	0	0	0	0.428	0.428
F2R	LPAR1	9606.ENSP00000321326	9606.ENSP00000363553	0	0	0.900	0.232	0.919
F5	MASP1	9606.ENSP00000356771	9606.ENSP00000296280	0	0	0.540	0	0.540
F5	SEC23A	9606.ENSP00000356771	9606.ENSP00000306881	0	0	0.500	0	0.499
F5	LMAN1L	9606.ENSP00000356771	9606.ENSP00000310431	0	0	0.500	0	0.499
F5	SEC16A	9606.ENSP00000356771	9606.ENSP00000325827	0	0	0.500	0	0.499
F5	F8	9606.ENSP00000356771	9606.ENSP00000353393	0	0	0.540	0	0.540
F5	SAR1B	9606.ENSP00000356771	9606.ENSP00000385432	0	0	0.500	0	0.499
F8	MASP1	9606.ENSP00000353393	9606.ENSP00000296280	0	0	0.540	0	0.540
F8	SEC23A	9606.ENSP00000353393	9606.ENSP00000306881	0	0	0.500	0	0.499
F8	LMAN1L	9606.ENSP00000353393	9606.ENSP00000310431	0	0	0.500	0	0.499
F8	SEC16A	9606.ENSP00000353393	9606.ENSP00000325827	0	0	0.500	0	0.499
F8	SAR1B	9606.ENSP00000353393	9606.ENSP00000385432	0	0	0.500	0	0.499
FAM183A	MNS1	9606.ENSP00000334415	9606.ENSP00000260453	0	0.800	0	0	0.800
FAM183A	RIBC2	9606.ENSP00000334415	9606.ENSP00000483356	0	0.800	0	0	0.800
FAM83B	RND3	9606.ENSP00000304078	9606.ENSP00000364886	0	0.163	0.500	0	0.563
FAM91A1	FAS	9606.ENSP00000335082	9606.ENSP00000498466	0	0.451	0	0	0.451
FANCC	GSTP1	9606.ENSP00000289081	9606.ENSP00000381607	0	0.303	0	0.782	0.841
FARSB	OGT	9606.ENSP00000281828	9606.ENSP00000362824	0	0.480	0	0	0.480
FAS	TNFSF10	9606.ENSP00000498466	9606.ENSP00000241261	0	0	0.500	0.979	0.989
FAS	MSN	9606.ENSP00000498466	9606.ENSP00000353408	0	0.448	0	0.067	0.462
FAS	PRKCA	9606.ENSP00000498466	9606.ENSP00000408695	0	0.403	0	0	0.403
FAT4	KIT	9606.ENSP00000377862	9606.ENSP00000288135	0	0	0	0.431	0.431
FBLN1	NID1	9606.ENSP00000331544	9606.ENSP00000264187	0	0.457	0	0.339	0.625
FBLN1	FBN1	9606.ENSP00000331544	9606.ENSP00000325527	0	0	0	0.404	0.404
FBLN1	TGFB2	9606.ENSP00000331544	9606.ENSP00000355896	0	0	0	0.419	0.418
FBN1	ITGB3	9606.ENSP00000325527	9606.ENSP00000452786	0	0	0.500	0	0.499
FBXO30	MYO6	9606.ENSP00000237281	9606.ENSP00000358994	0	0.557	0	0	0.557
FCGR1A	NCAM1	9606.ENSP00000358165	9606.ENSP00000480132	0	0	0	0.475	0.475
FCGR1A	VAV3	9606.ENSP00000358165	9606.ENSP00000359073	0	0	0.500	0	0.499
FCGR1A	VAV2	9606.ENSP00000358165	9606.ENSP00000360916	0	0	0.500	0	0.499
FCGR1A	PIK3R1	9606.ENSP00000358165	9606.ENSP00000428056	0	0	0.500	0	0.499
FCGR1A	IGF2	9606.ENSP00000358165	9606.ENSP00000391826	0	0.043	0	0.896	0.896
FCGR1A	IGF1	9606.ENSP00000358165	9606.ENSP00000376637	0	0	0	0.974	0.974
FERMT1	FERMT2	9606.ENSP00000217289	9606.ENSP00000342858	0	0.653	0	0	0.653
FERMT2	VCL	9606.ENSP00000342858	9606.ENSP00000211998	0	0.564	0	0.332	0.696
FERMT2	FLNA	9606.ENSP00000342858	9606.ENSP00000358866	0	0	0	0.526	0.526
FERMT2	RAC1	9606.ENSP00000342858	9606.ENSP00000348461	0	0.125	0.500	0.084	0.564
FERMT2	ITGB3	9606.ENSP00000342858	9606.ENSP00000452786	0	0	0	0.614	0.614
FGF10	FGFBP2	9606.ENSP00000264664	9606.ENSP00000259989	0	0	0.500	0	0.499
FGF10	PIK3R1	9606.ENSP00000264664	9606.ENSP00000428056	0	0	0.400	0	0.400
FGF10	FGF7	9606.ENSP00000264664	9606.ENSP00000267843	0	0	0.400	0.045	0.402
FGF10	SREK1IP1	9606.ENSP00000264664	9606.ENSP00000427401	0	0.421	0	0	0.420
FGF10	FGF16	9606.ENSP00000264664	9606.ENSP00000399324	0	0	0.400	0.087	0.429
FGF10	TBX5	9606.ENSP00000264664	9606.ENSP00000309913	0	0	0	0.452	0.452
FGF10	FLRT2	9606.ENSP00000264664	9606.ENSP00000332879	0	0	0.500	0	0.499
FGF10	FLRT3	9606.ENSP00000264664	9606.ENSP00000339912	0	0	0.500	0	0.499
FGF10	FGFR1	9606.ENSP00000264664	9606.ENSP00000393312	0	0.167	0.400	0.983	0.990
FGF10	FGFR2	9606.ENSP00000264664	9606.ENSP00000410294	0	0.965	0.400	0.983	0.999
FGF16	FGF7	9606.ENSP00000399324	9606.ENSP00000267843	0	0	0.400	0.084	0.426
FGF16	FGFR1	9606.ENSP00000399324	9606.ENSP00000393312	0	0.358	0	0.982	0.988
FGF16	PIK3R1	9606.ENSP00000399324	9606.ENSP00000428056	0	0	0.400	0	0.400
FGF16	FGFR2	9606.ENSP00000399324	9606.ENSP00000410294	0	0.256	0.400	0.904	0.953
FGF21	FGFR1	9606.ENSP00000471477	9606.ENSP00000393312	0	0.064	0	0.940	0.942
FGF21	FGFR2	9606.ENSP00000471477	9606.ENSP00000410294	0	0.064	0	0.535	0.546
FGF7	FGFBP2	9606.ENSP00000267843	9606.ENSP00000259989	0	0	0.500	0	0.499
FGF7	PIK3R1	9606.ENSP00000267843	9606.ENSP00000428056	0	0	0.400	0	0.400
FGF7	FGFR1	9606.ENSP00000267843	9606.ENSP00000393312	0	0.167	0	0.983	0.985
FGF7	FGFR2	9606.ENSP00000267843	9606.ENSP00000410294	0	0.588	0.400	0.983	0.995
FGFR1	PDGFRA	9606.ENSP00000393312	9606.ENSP00000257290	0	0	0	0.577	0.577
FGFR1	FLRT2	9606.ENSP00000393312	9606.ENSP00000332879	0	0	0.500	0.116	0.539
FGFR1	FLRT3	9606.ENSP00000393312	9606.ENSP00000339912	0	0	0.500	0	0.499
FGFR1	TRPC1	9606.ENSP00000393312	9606.ENSP00000419313	0	0	0	0.428	0.428
FGFR1	ITGB3	9606.ENSP00000393312	9606.ENSP00000452786	0	0.292	0	0.240	0.438
FGFR1	FGFR2	9606.ENSP00000393312	9606.ENSP00000410294	0	0.471	0	0.239	0.580
FGFR1	LDHA	9606.ENSP00000393312	9606.ENSP00000445175	0	0.292	0	0.660	0.748
FGFR1	PIK3R1	9606.ENSP00000393312	9606.ENSP00000428056	0	0.657	0.400	0.106	0.799
FGFR1	NCAM1	9606.ENSP00000393312	9606.ENSP00000480132	0	0.457	0.800	0.933	0.992
FGFR2	TRPA1	9606.ENSP00000410294	9606.ENSP00000262209	0	0	0	0.599	0.599
FGFR2	ITGA5	9606.ENSP00000410294	9606.ENSP00000293379	0	0.292	0	0.316	0.495
FGFR2	FLRT2	9606.ENSP00000410294	9606.ENSP00000332879	0	0	0	0.605	0.605
FGFR2	PIK3R1	9606.ENSP00000410294	9606.ENSP00000428056	0	0.359	0.400	0.283	0.700
FILIP1	FLNA	9606.ENSP00000237172	9606.ENSP00000358866	0	0.292	0	0.917	0.938
FKBP4	TRPC4	9606.ENSP00000001008	9606.ENSP00000486109	0	0.292	0	0.283	0.470
FLNA	ITGB4	9606.ENSP00000358866	9606.ENSP00000200181	0	0.321	0.650	0.438	0.855
FLNA	VCL	9606.ENSP00000358866	9606.ENSP00000211998	0	0	0	0.982	0.982
FLNA	ITGB8	9606.ENSP00000358866	9606.ENSP00000222573	0	0.077	0.650	0.353	0.772
FLNA	ITGA5	9606.ENSP00000358866	9606.ENSP00000293379	0	0	0.650	0	0.650
FLNA	ITGA2	9606.ENSP00000358866	9606.ENSP00000296585	0	0	0.650	0	0.650
FLNA	SYNPO2	9606.ENSP00000358866	9606.ENSP00000306015	0	0.457	0	0.329	0.620
FLNA	FLNC	9606.ENSP00000358866	9606.ENSP00000327145	0	0	0.900	0	0.900
FLNA	SGCD	9606.ENSP00000358866	9606.ENSP00000338343	0	0	0.540	0	0.540
FLNA	MSN	9606.ENSP00000358866	9606.ENSP00000353408	0	0	0	0.586	0.586
FLNA	SGCB	9606.ENSP00000358866	9606.ENSP00000370839	0	0	0.540	0	0.540
FLNA	PGM5	9606.ENSP00000358866	9606.ENSP00000379678	0	0	0.540	0	0.540
FLNA	MYC	9606.ENSP00000358866	9606.ENSP00000478887	0	0.216	0	0.459	0.557
FLNA	ITGA8	9606.ENSP00000358866	9606.ENSP00000367316	0	0	0.650	0	0.650
FLNA	HSPB7	9606.ENSP00000358866	9606.ENSP00000364870	0	0.457	0	0.772	0.870
FLNA	ITGB3	9606.ENSP00000358866	9606.ENSP00000452786	0	0.954	0.650	0.350	0.988
FLNC	ITGB4	9606.ENSP00000327145	9606.ENSP00000200181	0	0.081	0.650	0.111	0.689
FLNC	VCL	9606.ENSP00000327145	9606.ENSP00000211998	0	0	0	0.977	0.977
FLNC	ITGB8	9606.ENSP00000327145	9606.ENSP00000222573	0	0.077	0.650	0.352	0.772
FLNC	FNIP2	9606.ENSP00000327145	9606.ENSP00000264433	0	0	0	0.448	0.448
FLNC	ITGA5	9606.ENSP00000327145	9606.ENSP00000293379	0	0	0.650	0	0.650
FLNC	ITGA2	9606.ENSP00000327145	9606.ENSP00000296585	0	0	0.650	0	0.650
FLNC	SYNPO2	9606.ENSP00000327145	9606.ENSP00000306015	0	0.292	0	0.509	0.637
FLNC	ITGA8	9606.ENSP00000327145	9606.ENSP00000367316	0	0	0.650	0	0.650
FLNC	HSPB7	9606.ENSP00000327145	9606.ENSP00000364870	0	0.330	0	0.648	0.754
FLNC	ITGB3	9606.ENSP00000327145	9606.ENSP00000452786	0	0.081	0.650	0.346	0.771
FLNC	SGCD	9606.ENSP00000327145	9606.ENSP00000338343	0	0.457	0	0.864	0.922
FLRT3	ROBO1	9606.ENSP00000339912	9606.ENSP00000420321	0	0	0.500	0.189	0.577
FLT1	MMP2	9606.ENSP00000282397	9606.ENSP00000219070	0	0	0	0.415	0.414
FLT1	IGF1	9606.ENSP00000282397	9606.ENSP00000376637	0	0	0	0.439	0.439
FLT1	PTPRJ	9606.ENSP00000282397	9606.ENSP00000400010	0	0.457	0	0	0.457
FLT1	PIK3R1	9606.ENSP00000282397	9606.ENSP00000428056	0	0.508	0	0	0.508
FLT1	PDGFC	9606.ENSP00000282397	9606.ENSP00000422464	0	0	0	0.871	0.871
FNBP1L	RHOJ	9606.ENSP00000271234	9606.ENSP00000316729	0	0.143	0.500	0.113	0.586
FOXA1	GAR1	9606.ENSP00000250448	9606.ENSP00000226796	0	0.457	0	0	0.457
FOXA1	H4C6	9606.ENSP00000250448	9606.ENSP00000244537	0	0	0.500	0	0.499
FOXA1	H2BC5	9606.ENSP00000250448	9606.ENSP00000289316	0	0	0.500	0	0.499
FOXA1	H2BC1	9606.ENSP00000250448	9606.ENSP00000274764	0	0	0.500	0	0.499
FOXA1	NOP10	9606.ENSP00000250448	9606.ENSP00000332198	0	0.292	0	0.381	0.543
FOXA1	H3C12	9606.ENSP00000250448	9606.ENSP00000352252	0	0	0.500	0.443	0.709
FOXA1	GATA3	9606.ENSP00000250448	9606.ENSP00000368632	0	0.457	0.900	0.809	0.988
FOXP2	ROBO1	9606.ENSP00000386200	9606.ENSP00000420321	0	0	0	0.614	0.614
FPR2	GNG2	9606.ENSP00000468897	9606.ENSP00000334448	0	0.800	0	0	0.800
FPR2	LPAR1	9606.ENSP00000468897	9606.ENSP00000363553	0	0	0.400	0	0.400
FPR2	SAA1	9606.ENSP00000468897	9606.ENSP00000384906	0	0	0.500	0.309	0.639
FRMD6	WWC1	9606.ENSP00000343899	9606.ENSP00000427772	0	0	0.800	0.602	0.916
FRMPD4	GPSM2	9606.ENSP00000370057	9606.ENSP00000385510	0	0.900	0	0	0.900
FXYD1	PLN	9606.ENSP00000481244	9606.ENSP00000350132	0	0	0.720	0	0.720
FZD7	WNT2	9606.ENSP00000286201	9606.ENSP00000265441	0	0.078	0.500	0.593	0.796
FZD7	RAC1	9606.ENSP00000286201	9606.ENSP00000348461	0	0	0.500	0	0.499
FZD7	NOX1	9606.ENSP00000286201	9606.ENSP00000362057	0	0	0.500	0	0.499
FZD7	ROR2	9606.ENSP00000286201	9606.ENSP00000364860	0	0	0.650	0	0.650
FZD7	GNG2	9606.ENSP00000286201	9606.ENSP00000334448	0	0.800	0	0	0.800
GABRA2	GABRA4	9606.ENSP00000427603	9606.ENSP00000264318	0	0	0.540	0.413	0.718
GABRA2	GABRG1	9606.ENSP00000427603	9606.ENSP00000295452	0	0	0.540	0.361	0.693
GABRA2	GABRB1	9606.ENSP00000427603	9606.ENSP00000295454	0	0.080	0.720	0.334	0.813
GABRA2	GABRA3	9606.ENSP00000427603	9606.ENSP00000359337	0	0	0.540	0	0.540
GABRA2	GABRE	9606.ENSP00000427603	9606.ENSP00000359353	0	0	0.720	0	0.720
GABRA2	GABRG2	9606.ENSP00000427603	9606.ENSP00000410732	0	0.322	0.540	0	0.674
GABRA2	GABRR3	9606.ENSP00000427603	9606.ENSP00000481321	0	0	0.540	0.048	0.543
GABRA3	GABRA4	9606.ENSP00000359337	9606.ENSP00000264318	0	0	0.540	0	0.540
GABRA3	GABRG1	9606.ENSP00000359337	9606.ENSP00000295452	0	0.245	0.540	0	0.637
GABRA3	GABRB1	9606.ENSP00000359337	9606.ENSP00000295454	0	0.183	0.540	0.102	0.633
GABRA3	GABRE	9606.ENSP00000359337	9606.ENSP00000359353	0	0	0.540	0	0.540
GABRA3	GABRR3	9606.ENSP00000359337	9606.ENSP00000481321	0	0	0.540	0.048	0.543
GABRA3	GABRG2	9606.ENSP00000359337	9606.ENSP00000410732	0	0.245	0.540	0	0.637
GABRA3	NSF	9606.ENSP00000359337	9606.ENSP00000381293	0	0	0.900	0	0.900
GABRA3	PLCL1	9606.ENSP00000359337	9606.ENSP00000402861	0	0	0.900	0	0.900
GABRA4	GABRE	9606.ENSP00000264318	9606.ENSP00000359353	0	0	0.540	0	0.540
GABRA4	GABRR3	9606.ENSP00000264318	9606.ENSP00000481321	0	0	0.540	0.048	0.543
GABRA4	GABRG1	9606.ENSP00000264318	9606.ENSP00000295452	0	0	0.540	0.370	0.697
GABRA4	GABRB1	9606.ENSP00000264318	9606.ENSP00000295454	0	0.080	0.540	0.747	0.883
GABRA4	NSF	9606.ENSP00000264318	9606.ENSP00000381293	0	0	0.900	0	0.900
GABRA4	PLCL1	9606.ENSP00000264318	9606.ENSP00000402861	0	0	0.900	0	0.900
GABRA4	GABRG2	9606.ENSP00000264318	9606.ENSP00000410732	0	0.800	0.540	0	0.904
GABRB1	GABRG1	9606.ENSP00000295454	9606.ENSP00000295452	0	0.183	0.540	0.532	0.809
GABRB1	GABRR3	9606.ENSP00000295454	9606.ENSP00000481321	0	0	0.540	0.054	0.546
GABRB1	GABRG2	9606.ENSP00000295454	9606.ENSP00000410732	0	0.183	0.540	0.347	0.733
GABRB1	GABRE	9606.ENSP00000295454	9606.ENSP00000359353	0	0.072	0.720	0.090	0.742
GABRB1	PLCL1	9606.ENSP00000295454	9606.ENSP00000402861	0	0	0.900	0	0.900
GABRB1	NSF	9606.ENSP00000295454	9606.ENSP00000381293	0	0	0.900	0	0.900
GABRE	GABRG1	9606.ENSP00000359353	9606.ENSP00000295452	0	0	0.540	0	0.540
GABRE	GABRG2	9606.ENSP00000359353	9606.ENSP00000410732	0	0	0.540	0	0.540
